Temperatura,Personas,Electrodomesticos,Consumo_kWh
18.04016808056763,3.0,17.0,54.989404482791215
21.354291976163807,3.0,13.0,45.51434505891763
22.95657289813001,2.0,9.0,44.405201868191284
16.192191141902732,4.0,,47.34536113265549
28.53144136182016,3.0,6.0,42.42806295465631
22.71394313712749,2.0,11.0,46.72439343728115
31.37594622893048,1.0,14.0,53.022693707490724
29.457285278379885,4.0,7.0,157.44196473277427
18.19996128770824,4.0,12.0,49.51874210782614
21.834599719729816,2.0,20.0,58.87886343396104
19.39864320414933,4.0,5.0,37.70318325857434
23.3947575227637,5.0,17.0,
30.179498887479117,4.0,14.0,57.7123716547999
28.0600290521161,3.0,14.0,58.429627395252126
20.74267756056749,4.0,15.0,53.0622700745928
20.9181545242774,3.0,5.0,41.38037727143256
26.992655694600952,3.0,18.0,63.05595573847985
23.118125309648207,5.0,7.0,45.5350718573204
16.183089222226265,1.0,14.0,45.36096575933784
27.549085219947493,4.0,,60.66631940662768
23.342430933706773,3.0,10.0,41.57785418382143
22.543876686108472,2.0,19.0,59.4900437344408
18.971465101523428,5.0,10.0,45.53669547974435
19.242400366790395,,14.0,42.44439276676881
20.501941253381517,3.0,12.0,48.45721231378567
27.08032903191127,2.0,19.0,61.631764712810735
16.098467077078396,4.0,9.0,40.66513458196999
23.10472345865215,3.0,20.0,64.46859428837801
17.660462257677356,3.0,11.0,37.53772361288108
27.274312360465913,1.0,,47.564473264382684
22.47706428198894,,16.0,49.929404927659064
17.349487218303903,4.0,18.0,58.24383704989256
18.36922604985451,1.0,20.0,51.831811254659506
17.501149848431186,5.0,5.0,
19.984615228955292,4.0,11.0,49.051469074089574
29.590382515102316,,19.0,59.232401477453365
18.49148507763915,3.0,11.0,125.56756909504296
12.505141489935333,4.0,20.0,48.746306977523815
,4.0,19.0,70.38963346393315
18.46183655611874,3.0,,46.53364258995576
,2.0,,43.40299046468505
26.695925415409082,2.0,19.0,66.58813266533595
27.284463889284073,4.0,7.0,44.84577875340906
25.154139852267758,2.0,7.0,43.178640482563154
11.6828414377698,3.0,20.0,57.85611482829614
17.440052714327965,5.0,6.0,
17.863629804102878,3.0,13.0,44.740656881559175
21.31180597312879,2.0,17.0,57.153072901124304
26.57661321284154,3.0,18.0,63.100571225298665
20.115921485102458,2.0,10.0,41.412322535650034
16.110740666760584,3.0,18.0,
16.8129602004619,1.0,19.0,49.69916133533514
30.20934836051683,3.0,5.0,42.92831013294652
28.96203662827422,1.0,15.0,52.73109110469147
17.16642658093568,2.0,17.0,49.076233990486095
16.15711302003655,4.0,18.0,55.59662869550592
,1.0,14.0,37.80412439332179
24.43034194493422,3.0,17.0,59.14641725197543
14.79968293716092,2.0,7.0,28.748006022513636
19.231593330963033,1.0,12.0,38.72908492521745
18.90759783455217,2.0,5.0,27.647964276063682
17.85891895972364,3.0,5.0,36.45072899991015
24.393323190554593,1.0,6.0,35.90259761008797
13.773431132546538,2.0,,
33.61186009265268,3.0,11.0,56.878049666378864
19.939636703675028,,19.0,53.85666686699291
24.59078162943222,5.0,12.0,50.363275094886916
26.88551009143259,2.0,16.0,53.96231813729433
27.669635317320868,2.0,,38.91077624025972
17.46109689546892,2.0,15.0,44.18781612101016
20.333190286021853,3.0,13.0,46.886604070551094
26.820766343226378,3.0,,50.16728108288384
21.047514522278913,5.0,5.0,49.29181110943429
21.977266152252756,1.0,10.0,36.113904352330444
24.82904571138912,3.0,5.0,36.53727127138868
,3.0,20.0,64.51619337131442
26.612713025907617,5.0,13.0,60.016152855671464
22.25011571995467,5.0,8.0,49.75175613702014
28.5012714229452,5.0,12.0,62.129843520925434
23.303184250178816,2.0,15.0,55.08941523366526
19.829224415593735,,12.0,47.15033839746947
11.687032142375394,2.0,,37.42223949045451
11.650724400192338,5.0,8.0,42.118039552715786
18.884295931434348,4.0,10.0,46.52517005256256
27.645178346834193,1.0,10.0,44.00185229106951
21.985184911281724,2.0,9.0,40.067216495365756
23.63540029311682,5.0,17.0,67.59300189567921
29.628048838096777,4.0,19.0,79.81488582742186
25.44563898395631,4.0,,162.79425205436684
19.20821014370983,1.0,,46.52173166023004
22.089319101773736,3.0,10.0,46.476839506740056
17.303179683308635,1.0,15.0,48.27189919698137
27.86046663391469,1.0,15.0,50.835877803905326
21.30581469426278,5.0,5.0,37.444295988031705
29.162550246361366,2.0,15.0,56.971913759738385
17.779650271777598,5.0,20.0,66.39520940591993
21.76758963128556,1.0,14.0,43.50604644976833
21.158028219732817,1.0,14.0,48.35375242134511
16.79387685313429,5.0,12.0,48.906133096633226
26.98367030601419,4.0,11.0,55.69442539720066
22.824212283757515,4.0,12.0,54.303256482987415
11.155223073966072,,10.0,39.27198069878569
21.517015414347565,1.0,9.0,35.39058159678943
21.232210555057346,4.0,15.0,59.78820064587679
22.02095658247177,5.0,6.0,41.20994243801686
18.196257455240865,5.0,7.0,43.2196902125699
17.695068983573744,4.0,20.0,58.30049678348154
18.11825869473918,2.0,10.0,37.45859239426875
31.80205815442764,3.0,10.0,51.90400682230202
13.978828175961686,3.0,11.0,38.220586684225566
23.455868113641767,2.0,,42.45509704966729
16.54743848755243,4.0,17.0,57.60482393018423
19.239963396735405,1.0,15.0,42.66350343068904
24.908928801794183,5.0,16.0,61.88967940275625
14.646075980169895,1.0,11.0,35.83689485047124
22.893081788474436,4.0,16.0,62.21299265071153
23.059999851389314,3.0,10.0,46.262663995185406
24.059156014302832,2.0,17.0,57.358458941326745
29.488267819339328,3.0,20.0,69.08354147579126
11.380901651799672,2.0,20.0,48.426394543467154
19.901359072431994,4.0,20.0,61.87099143995235
17.661896177068936,4.0,,42.02191756114354
23.149411590437936,1.0,16.0,53.00648077537607
21.947983485104913,4.0,14.0,49.52898792297869
,3.0,19.0,66.65771155055612
17.336616665962936,1.0,20.0,52.88154378236155
15.581502381555664,5.0,7.0,39.619817866123185
36.00367689306185,3.0,14.0,61.272341887179
15.35046955361511,1.0,19.0,55.19590631580057
21.37368466184986,5.0,13.0,50.54279580352761
24.01353104172735,,15.0,63.647969616736795
21.546305883765207,5.0,7.0,48.9693600752278
26.62874330043355,5.0,19.0,74.8509794169678
21.204495640836882,3.0,5.0,36.00152208798545
19.183360376515992,3.0,14.0,48.633973676014314
22.583710033581944,3.0,17.0,58.631067864391724
30.80958962483838,,15.0,68.75858684904343
15.658691245646033,5.0,15.0,53.70482922065854
21.354778951235282,3.0,16.0,43.207746868278406
27.234008401526538,3.0,16.0,56.12689792001521
18.72338921941962,1.0,12.0,40.716057186715524
23.463194670426454,3.0,9.0,41.562164767544594
19.682456072858738,1.0,15.0,43.555333971514735
16.495382123999203,1.0,,35.53802300475804
29.52557188728261,5.0,8.0,53.35286053446499
22.075892595658008,1.0,20.0,59.03532761283457
23.275928833087793,1.0,5.0,31.144633251775957
18.83216955083628,4.0,15.0,54.1063257477517
17.327277296195287,1.0,11.0,36.43232853214567
23.199739676926097,3.0,16.0,56.540628303514325
21.20756425097884,,15.0,44.80857721647097
22.57228684355315,2.0,13.0,47.0285410104531
15.904466677151525,3.0,10.0,41.86347200060833
28.334722519167492,,18.0,58.787141748206736
18.092911653845686,5.0,9.0,49.1222859219261
18.73269913518235,4.0,18.0,56.2645111994563
,5.0,14.0,51.01256751207623
26.963844595518133,4.0,5.0,44.783637570536335
20.510582803508527,,17.0,49.02566527378715
21.620956834096983,2.0,14.0,50.189709698615815
25.562633798487852,4.0,20.0,70.57525894899307
19.022271943833076,,11.0,49.46404480838936
27.325309493701198,5.0,11.0,61.52904509843815
24.671394975071117,2.0,5.0,32.56659815024432
16.74714933450163,1.0,19.0,48.0874253586546
23.55059710902105,4.0,8.0,47.241585593065345
10.228900641271297,1.0,17.0,37.090448369965166
20.1202411851489,4.0,6.0,42.421783540466905
10.39848239523076,5.0,7.0,35.12499622780859
26.014607481283406,5.0,7.0,46.90984468630113
24.282978011152352,5.0,20.0,66.83982469017113
22.760741520870475,5.0,19.0,63.67625916141712
21.50630890921262,,14.0,47.47421239719904
23.589442013076123,5.0,13.0,57.304544296716756
32.76231686171171,1.0,19.0,61.53717703764076
27.464738855173614,1.0,20.0,58.5748708371242
25.987868501447696,3.0,20.0,63.851426739560914
27.02240595600844,5.0,17.0,67.72485731162949
22.84407240164973,1.0,6.0,35.94205605477697
21.51993780458831,4.0,7.0,43.07870610125705
18.267370533314853,4.0,11.0,45.358686448849184
26.715733130891145,1.0,15.0,49.6017091829982
21.815965523171727,4.0,7.0,43.509633131312334
27.074304439848387,3.0,16.0,60.12193383701852
27.308529090482438,3.0,11.0,47.55485867681743
34.38428020216156,5.0,7.0,53.831990238314006
19.489678500677996,3.0,6.0,37.16859359132806
,4.0,12.0,50.775481393876525
21.93389545432504,1.0,20.0,53.150158294168804
29.401176595517793,2.0,11.0,53.09773762348039
17.8593584598634,5.0,20.0,63.41167014784214
20.438895724681426,4.0,15.0,57.79515536681545
22.74686486191715,2.0,6.0,31.174370888903084
29.512176916892713,3.0,11.0,51.18141035265048
,4.0,10.0,49.958675424824634
22.575468012473326,3.0,13.0,49.78051479434785
31.106576493319324,2.0,10.0,53.1342743374586
26.36899968518188,4.0,10.0,51.39116354954722
32.62129867531054,5.0,8.0,58.80205386915651
28.70925848079534,3.0,9.0,49.022713809735535
19.097504598695714,4.0,15.0,52.51330519150598
,1.0,19.0,52.369999878301996
19.1396017130168,3.0,9.0,45.61085974806517
23.183101531383333,1.0,13.0,
28.149091351096786,3.0,5.0,
23.381085716554757,3.0,10.0,47.8715296032532
20.59514348944261,1.0,10.0,39.087198906092745
22.732649061032483,4.0,5.0,41.63122562716115
18.641419992586805,1.0,11.0,33.77057947113553
,4.0,18.0,63.85334564783997
21.28844316532088,4.0,20.0,60.51604885480946
27.348690204493128,5.0,15.0,66.76807883740177
15.770549308319579,1.0,,49.76703933487538
32.48488026896125,3.0,,67.36009519554472
21.616428563131684,1.0,6.0,31.366124681318322
19.227567318327758,3.0,5.0,36.416510254410625
28.063674353948954,5.0,11.0,57.31080770060089
30.73380491581547,4.0,15.0,65.97562242187533
21.805986462326388,4.0,6.0,37.776537671381426
23.998901307368712,3.0,10.0,47.462426123613156
31.363642696271846,1.0,8.0,49.627278763575916
16.754561071505858,1.0,11.0,35.95530556584399
5.181372032223084,4.0,19.0,54.471760470248135
7.592652147268247,2.0,10.0,27.794251606793445
12.32923192304241,2.0,15.0,44.03706368652838
25.572966011516183,5.0,20.0,74.96650886106895
20.200150950109325,1.0,14.0,43.76237035001116
25.525597271925196,3.0,19.0,63.02881779669917
22.51768790474768,4.0,13.0,49.92708874113364
23.81089144860242,5.0,7.0,41.88247119637104
26.504527823168523,4.0,14.0,54.851958898396845
23.543332405530503,4.0,5.0,45.02256462562031
17.555819260351516,2.0,11.0,42.880275907401604
33.0488874743064,3.0,14.0,62.7619308056203
28.022385936035796,2.0,,55.35198309714343
16.054815591874412,5.0,9.0,47.83738593688037
19.652318059074027,5.0,10.0,45.00286478420806
27.240412776375265,4.0,10.0,50.69776440311249
,1.0,18.0,55.21494273950857
17.567985079769862,2.0,19.0,58.95392094287004
,3.0,13.0,51.69002067705701
20.282384656816447,4.0,5.0,37.29407806007858
22.48958480555011,1.0,8.0,38.302356142055
26.014591928843792,4.0,17.0,67.04317181184908
19.541110326088155,5.0,14.0,59.25073553008679
21.55951528144927,1.0,14.0,45.73685349497527
17.35506330231827,2.0,19.0,53.6141920594999
20.11044715587809,4.0,7.0,49.037907027553686
12.163218707651984,3.0,,52.20862621763129
23.493789019037262,5.0,14.0,52.53471416483547
19.08896638170461,3.0,13.0,50.8304369885952
21.47333138814099,5.0,14.0,61.210731411457274
18.39077005774965,3.0,6.0,33.25372262183049
18.8120192457116,1.0,17.0,45.269512711141466
25.616738498443514,5.0,17.0,62.83390548330347
26.918297350884504,2.0,16.0,58.85747017000145
,1.0,12.0,42.37359698040186
20.965468000637564,4.0,16.0,60.34006581140035
17.528760015696562,4.0,7.0,37.89855736344114
25.841168844253584,4.0,5.0,38.73542662567536
21.08732966091308,4.0,6.0,43.64982539224302
23.27248565766781,4.0,7.0,42.7868159704777
27.163520517127367,5.0,5.0,48.16312914092994
24.849479404220144,5.0,20.0,72.26620539431927
15.949855385156196,1.0,17.0,48.239340593438854
23.639836219680422,1.0,17.0,51.63573624242051
16.675279889057858,5.0,20.0,66.05642507804507
23.97335364063284,1.0,10.0,
24.903813575048105,,6.0,43.36719400757803
20.71192887537268,1.0,19.0,56.00590484949753
23.005640588393508,4.0,15.0,58.95756557754058
21.580847252973047,,15.0,59.794790448904116
19.371738453925413,1.0,15.0,40.67119683461443
22.598136777907595,2.0,,56.7517725631698
26.973680570964174,1.0,18.0,57.87185393031984
13.241712663159223,3.0,18.0,
14.348135091782959,3.0,6.0,32.56535904603426
27.049672999370376,,13.0,53.22648628230736
11.836068361637107,1.0,8.0,22.697929547389634
23.505559238595627,2.0,9.0,37.505089991692294
26.190841807402865,2.0,12.0,47.686054473049076
22.584024629419773,1.0,8.0,30.696941967231922
13.43258027701579,4.0,7.0,39.637917808300564
20.748319275964718,1.0,5.0,
21.946384204752558,4.0,20.0,65.1413599221012
24.075989804932185,3.0,9.0,46.09570943344225
20.052711606890217,5.0,11.0,53.4999428680895
16.023293640145678,4.0,13.0,51.61784482370186
18.763793004855433,1.0,17.0,45.8261025592715
22.28552789632196,5.0,6.0,44.526187036582684
28.30315258979286,1.0,7.0,37.8110334535053
25.428746787157024,4.0,14.0,61.27601030283216
18.22256787916974,1.0,20.0,52.44556438490833
,1.0,12.0,44.143888229111404
27.559923249199926,1.0,10.0,39.897907820430184
,5.0,8.0,48.27217143566497
28.82923098326966,1.0,17.0,59.11578629837659
27.14260227116198,5.0,14.0,64.45825574925392
23.02903868606913,4.0,14.0,58.40677777428707
27.468523467713208,2.0,15.0,
12.727738979702542,5.0,14.0,54.142902560568274
20.5214721077647,4.0,18.0,62.91092358047573
32.73157297797311,3.0,,46.72136399382909
23.68351001199896,2.0,9.0,43.53005470763936
20.602486235322946,5.0,20.0,71.28936697388401
22.359162410507764,5.0,14.0,56.2093859308881
26.55854112390967,2.0,10.0,39.8357832582637
23.512311093240395,1.0,7.0,32.65906276664645
21.894569077523048,,15.0,62.357274556587775
21.767850602076095,2.0,,47.32954699822862
35.53682412724499,2.0,13.0,61.39194848676448
31.756307743832927,1.0,18.0,59.416969285074124
24.590852721069286,2.0,9.0,44.758124885287515
26.530756188561575,3.0,12.0,
,2.0,16.0,57.82097947803282
14.503785982960142,1.0,18.0,44.01426816225977
23.461160356394164,2.0,16.0,51.00752017538122
21.488906033302978,5.0,12.0,50.265265861818264
11.38596319611599,5.0,19.0,57.459513517067506
10.356986306550061,2.0,10.0,32.916462561444355
12.32232914883252,4.0,15.0,48.62630185266687
25.20258901030185,1.0,11.0,43.13949801681549
17.354713917013733,5.0,13.0,52.06085554355399
19.649868031302912,2.0,9.0,38.086888925124185
27.212787808455467,1.0,20.0,59.179702099071115
23.260719679587666,1.0,14.0,
21.547961698738717,2.0,9.0,40.603342718391815
,3.0,17.0,66.76561685037004
18.688119729029893,1.0,11.0,36.873768460708874
13.998807005170578,1.0,18.0,48.00520621743304
21.50222352739808,2.0,,40.45975063089292
19.75084531198584,2.0,14.0,48.28757497387783
19.316152529439535,2.0,12.0,36.730404149924766
16.348545298938973,3.0,6.0,33.10376611703005
25.73509967400129,1.0,9.0,44.55852169574199
17.254483998712622,2.0,7.0,32.41146955724143
10.675271941602773,2.0,16.0,37.38486781499946
19.440725202527137,3.0,11.0,49.192998144504394
17.86047892495425,5.0,17.0,59.135691807798956
21.645702205203335,5.0,20.0,68.73749677861656
12.273323263439865,1.0,20.0,51.050785417907015
23.608836308681838,4.0,,64.44681524330203
31.14564520839832,3.0,19.0,66.19337126443877
,,13.0,47.12752575047266
30.247651367566593,,13.0,57.43628694460499
,1.0,9.0,37.497003870977025
23.88766033006003,,11.0,51.50498655890273
23.50788045029198,,12.0,48.39027006922122
19.251027228372976,1.0,15.0,
16.245835416965587,,18.0,44.35496723435421
15.821643218965036,5.0,7.0,38.21170311009261
22.757207035148788,3.0,13.0,52.65540462467452
19.96129665297491,1.0,18.0,54.236110699956946
14.78355784515317,1.0,14.0,41.84269063730027
27.99742768044161,4.0,11.0,50.858681683356224
19.706487067138337,3.0,14.0,47.54537470666875
15.663095905067813,1.0,18.0,44.63006085062327
22.690982889989883,4.0,20.0,66.09828109136694
22.12853348038491,,17.0,58.250938490918685
25.52419362471156,2.0,13.0,47.84031701581349
13.701072681642298,4.0,16.0,57.18560255145734
22.70873627955082,2.0,11.0,44.252944251702466
22.58276574225493,4.0,13.0,54.203353889249726
17.927675297588625,3.0,10.0,39.58267898321951
29.50940349723488,1.0,9.0,42.32015080764283
21.23812652111093,3.0,7.0,40.87644920353459
20.295360990728582,1.0,8.0,31.48942651193598
15.64342893145472,1.0,6.0,
27.10296792651309,,16.0,64.0863584576496
,5.0,20.0,69.6320647601926
20.141194386820725,5.0,20.0,70.10290325856366
23.560654997312877,,5.0,43.50945804454907
25.270834728700127,2.0,7.0,38.43139110446999
19.025943830257123,3.0,15.0,53.59042380416018
29.564989855213973,2.0,19.0,64.69261788719679
23.41095066391572,1.0,6.0,32.00888468232893
22.413140219962788,4.0,15.0,57.974135067995746
30.73185154520557,5.0,11.0,63.74207803619583
14.379733532640675,3.0,7.0,39.08416440851711
14.431185017669126,5.0,9.0,
13.564154253408443,3.0,9.0,37.20794104406618
27.75741338937089,4.0,20.0,71.27740991292718
32.50136901599089,1.0,6.0,41.62880562471396
18.78553870431311,4.0,13.0,50.65346004761675
16.591592679639167,1.0,10.0,35.84640432570813
22.227121227483295,2.0,12.0,44.637962283504734
25.482089154934716,,11.0,55.44507737274316
,2.0,15.0,50.39416280181733
25.26056134585331,2.0,10.0,50.215287638275186
10.730219697377981,2.0,7.0,22.365170943862456
23.02525384325772,1.0,8.0,37.174961923820774
29.13818063560742,1.0,16.0,48.815779609771454
,1.0,11.0,44.59278556594285
21.335395626605845,4.0,6.0,37.89982515640432
13.477513586620224,,17.0,47.26670001638673
25.086389263852688,1.0,20.0,56.135692332688365
27.136563494804513,1.0,11.0,44.735131234923024
20.197247786115597,4.0,18.0,59.16097701862416
20.01348981543247,5.0,10.0,51.62404655709004
16.910159629984012,3.0,5.0,31.528696216955026
28.1422101705318,4.0,14.0,64.72237641094654
,1.0,10.0,42.686431088996606
31.729698303868048,5.0,6.0,57.47958814444016
13.247324059915561,4.0,17.0,54.18314361049214
21.1299136085332,2.0,11.0,44.48388120922856
18.290013883968378,4.0,19.0,60.606161798112645
22.65984106234379,2.0,16.0,51.44083564481918
30.64170763885371,5.0,17.0,70.59706736782705
33.73042327753896,3.0,16.0,66.81989899216055
26.912348064080607,5.0,5.0,48.864001039092244
24.138411281414786,3.0,12.0,48.96883747417098
23.543974139474635,5.0,5.0,
15.958850042902732,3.0,6.0,33.88849857187796
24.61935429799054,1.0,18.0,54.73392659330646
31.21791083753373,1.0,6.0,37.55972430588547
22.20194948351216,4.0,12.0,50.31654378607183
27.301973707073355,4.0,7.0,45.20043297371346
22.877191824431176,2.0,14.0,47.75517388612001
17.224722446100312,5.0,5.0,42.867106215858165
17.582227703490187,4.0,11.0,44.82316329598882
16.874722263888536,5.0,10.0,46.54282639416964
24.229767431113338,1.0,19.0,58.18105658303634
23.354670327832658,2.0,9.0,36.43375648464665
21.438037365717605,1.0,,29.180260938825175
21.35465247396934,2.0,16.0,
23.345100580330996,,12.0,46.38756295383683
17.861783976339538,1.0,20.0,53.70376529268466
,1.0,9.0,41.77669192747192
29.64950684294266,5.0,19.0,74.95536958855861
18.36621067466353,1.0,,38.02281547509584
15.624561935728748,3.0,9.0,35.91161304816123
23.291498867924354,1.0,20.0,57.80662581680647
,4.0,16.0,67.28788890720475
26.70143099751049,3.0,5.0,40.430159325297566
23.20664128092837,1.0,8.0,36.93213635343092
15.107081997115062,2.0,5.0,29.95747813305549
19.034175345785115,5.0,9.0,51.72920877902829
17.232446677683868,4.0,8.0,35.766212993041975
18.220459884520118,2.0,8.0,37.781707604388565
21.079074571124533,5.0,15.0,57.47132376742573
15.009766414399596,4.0,6.0,36.835317887138
20.164358632716308,,13.0,55.51685168140107
23.633360102578756,5.0,12.0,55.86208084113859
,3.0,18.0,
,3.0,18.0,55.508335212986864
20.99316455634781,3.0,20.0,66.35703452312974
31.038091127469826,3.0,9.0,43.71835288219779
28.284684806652578,5.0,12.0,
24.878328678984342,2.0,13.0,52.121492339081286
26.194729639120453,2.0,20.0,57.65032173640953
26.31503957440206,5.0,20.0,71.83274185178308
22.084292370463043,1.0,10.0,41.47824170632437
33.85979396779609,2.0,12.0,61.78202152007527
21.33401397061071,4.0,14.0,54.56650097700428
20.837179331803863,1.0,16.0,44.19448028399474
19.42138560904358,4.0,13.0,51.64325107031357
31.9559086357683,5.0,7.0,56.38694222500857
18.798888354078,1.0,7.0,34.118496514376254
24.958271047703334,4.0,7.0,46.31189625769317
15.07499616419099,1.0,19.0,48.51421467231385
25.695386168067735,5.0,16.0,68.21864580624322
20.933172130781944,3.0,16.0,51.647720141587435
27.201955527944456,2.0,10.0,44.77871363062289
32.600733392652245,1.0,12.0,46.02236213606095
17.472297357837984,3.0,11.0,41.122783949529456
26.068213037463202,2.0,15.0,55.49036079560538
20.152205473380572,5.0,15.0,58.15678162137186
28.255924832076907,1.0,,43.08232500784069
31.40217225359422,5.0,12.0,58.40329972402642
19.156729541966207,2.0,17.0,53.557695153264945
27.635653799529965,3.0,5.0,40.806084303528976
27.528912296975097,1.0,5.0,31.973060880208575
,3.0,20.0,61.8068531609583
11.16541880198412,1.0,11.0,28.43789672294305
25.76952659046272,3.0,20.0,65.91316369901888
16.687926819558925,4.0,13.0,48.88318366386653
18.296270781152522,3.0,18.0,54.78384821152686
18.21386267709169,2.0,14.0,45.02896260276942
13.102293443465406,2.0,15.0,41.852055572626725
12.865466791531398,3.0,12.0,39.953800938234515
13.973390928034643,5.0,14.0,52.2792500350513
23.496669293779128,3.0,12.0,51.304409367395444
29.029693720205685,3.0,,63.57824388553189
21.34335659565936,4.0,6.0,155.18216029823333
24.886461344015355,4.0,20.0,69.22795384214912
18.779398886808597,5.0,17.0,159.30665570368757
14.017904746907,1.0,8.0,29.396761685729903
24.12361379209338,1.0,7.0,39.2095776509378
20.179904187749898,2.0,20.0,57.53158847533994
17.91597178057008,1.0,11.0,40.37309017248175
13.988874392105735,5.0,7.0,38.25152566789529
15.001069483163695,1.0,20.0,47.54688313071504
,3.0,13.0,50.95999953202024
24.215843127331937,4.0,12.0,53.16643870907543
20.704697145699264,3.0,20.0,59.19290644586265
22.400623108072523,4.0,10.0,50.858538510479164
23.459821196400302,4.0,7.0,43.51134452596958
29.753672436958798,4.0,16.0,68.18921411800595
17.96578451095007,2.0,16.0,49.44234863411888
31.713442180609285,2.0,15.0,56.167934590566766
23.786910264670492,4.0,14.0,51.188000898960894
19.254056102385842,3.0,13.0,51.56414658861612
22.83393303893953,5.0,20.0,71.05240783351323
19.844326985807292,2.0,12.0,44.3646919011547
34.143605264471574,1.0,8.0,39.351344148771304
23.95473120094882,4.0,18.0,63.37917222896782
19.126369242272308,1.0,18.0,55.617743372525155
22.635695154919308,5.0,14.0,60.94256642323694
22.583110214556267,1.0,7.0,36.11558110373812
23.61869546979041,2.0,11.0,40.85090372538624
21.531906648245272,5.0,15.0,56.52752883212465
17.56277362873171,2.0,8.0,31.050860250236873
21.09272172041464,4.0,13.0,48.86887522992744
23.933517566502122,,5.0,41.72426857777293
22.61847037813713,1.0,20.0,58.33888967676014
26.098565477196463,3.0,9.0,41.54995416879988
,2.0,20.0,56.4159453705902
15.003411650776478,4.0,12.0,44.68418667064052
22.97156675279373,4.0,7.0,41.85197514968783
20.898478491941,2.0,13.0,46.37722267138466
20.588412858394634,1.0,,25.84235000184152
26.001934656743757,4.0,9.0,51.61271450123778
27.590667809133144,2.0,,52.715341476603726
26.256927028074642,5.0,11.0,55.48005037730025
23.25042840927649,2.0,,40.09910510688388
18.711108523474916,2.0,9.0,38.77425639990122
21.909089709500872,4.0,8.0,
21.787808606070126,4.0,11.0,47.164433387927225
22.30090636792121,2.0,8.0,34.082961714905565
22.346465932765742,2.0,8.0,41.15843669911265
18.399745908068653,2.0,5.0,26.770451206947207
17.007796866757317,,16.0,51.77545760754697
19.921556723615694,2.0,17.0,51.71751489915702
19.656660091012178,5.0,15.0,60.60713869855036
18.1228657457633,1.0,14.0,38.08265135565884
19.002934020718534,3.0,13.0,44.12382161016408
17.959587666274814,3.0,14.0,
21.374743839027733,4.0,15.0,60.06334543837997
23.354710222639916,1.0,7.0,33.73284652480103
17.70733482844951,3.0,16.0,50.51876925677436
25.779531170662707,3.0,13.0,52.87160868275613
23.1216221367892,4.0,5.0,
14.785953491513014,2.0,8.0,29.794975660975023
30.6544547449745,,5.0,40.012934383068725
32.43992886964853,2.0,14.0,55.41466704788766
15.680073846869488,4.0,12.0,44.28936032199343
17.644636433703774,3.0,10.0,35.83345382546592
28.637890713975978,4.0,,
18.511351309862455,5.0,11.0,51.81218142905158
25.237378609035652,1.0,11.0,44.00855206434424
28.21761747384509,4.0,11.0,50.31043343082716
28.572605595276094,1.0,14.0,54.82858854437293
21.212315282708254,5.0,18.0,63.277449938618574
15.919847930178328,5.0,17.0,62.44310219485379
20.956051256369264,1.0,12.0,
17.342326455821183,2.0,20.0,50.1601942322197
23.40817261192827,5.0,18.0,67.3505884978576
16.52680270693843,3.0,15.0,50.41167058230134
22.28614004519906,1.0,7.0,35.11298606617358
28.517031243283242,3.0,7.0,44.27110521380851
28.34969184399714,1.0,9.0,33.718618012899114
26.342452279418595,2.0,,56.54632396643057
20.770527622568864,3.0,14.0,50.037856913176654
27.40958558358896,3.0,10.0,48.704264901460064
21.999028124235483,5.0,18.0,63.420602278536805
24.870693091778943,5.0,9.0,57.75020221560394
15.548543116126758,1.0,7.0,28.381117691766615
20.631053873344126,2.0,6.0,32.954763325321345
17.883972631650714,4.0,19.0,60.15106333624649
21.67410801487302,4.0,,37.56826133689117
29.38719310885074,5.0,20.0,80.67462349748462
12.852319374991419,2.0,6.0,28.93798041296755
19.954693002740594,2.0,7.0,32.979159220345885
25.945925683022146,5.0,10.0,54.60308756443126
23.450253916858735,1.0,9.0,40.85713625532509
20.33820456211036,5.0,18.0,64.10162740740257
24.83714567271344,3.0,,44.54322941972236
19.402127811661405,2.0,19.0,57.52650492685671
21.647212139584926,3.0,11.0,44.45459415263759
,2.0,7.0,41.51591688523379
27.733556807539596,5.0,7.0,57.12676002518444
31.311315331241232,1.0,9.0,42.684593029181265
17.15757892891703,5.0,20.0,
29.158797237220234,5.0,13.0,62.070675553147225
,3.0,15.0,43.05437837845213
15.819653881265845,5.0,12.0,50.316862953795216
25.377267361576763,1.0,8.0,40.92894498983894
21.712109603153035,2.0,10.0,
22.422137175088732,1.0,7.0,37.25110796885489
26.44509255763308,5.0,12.0,59.21382925779321
21.813234711253624,4.0,9.0,48.7953108911258
24.618803608751364,4.0,5.0,45.95857156097705
15.801679906869545,4.0,5.0,33.914729134427674
15.503331723757062,5.0,16.0,57.92701556718564
30.418706717035754,4.0,13.0,61.74262094548731
7.727866934287604,3.0,14.0,39.795421752808295
20.65426636908167,2.0,6.0,37.59064090643105
21.06500244510753,5.0,17.0,63.08244904294981
21.662954434865092,2.0,19.0,57.19604631773083
25.07002756701011,5.0,5.0,49.67897748422775
17.285200468432667,1.0,,51.40554965409398
19.615918325378715,4.0,11.0,48.11244285642103
12.619106178102989,3.0,,30.52482772412105
27.489909461890075,5.0,,59.08144744983575
21.810921267435653,1.0,20.0,61.00442132408337
19.513455926178167,3.0,19.0,57.948330947650334
,,15.0,51.89550732807942
17.45780778938959,1.0,10.0,35.30357492547315
